City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
323,Zlobin,HR,45.2924,14.6541,34.9,54,0,6.91,clear sky
324,Australind,AU,-33.2667,115.7167,66.06,37,2,7.63,clear sky
325,Kelowna,CA,49.8831,-119.4857,38.28,85,90,4.61,overcast clouds
326,Kattivakkam,IN,13.2167,80.3167,80.08,89,70,12.48,broken clouds
327,Kuruman,ZA,-27.4524,23.4325,70.59,60,100,16.75,overcast clouds
328,Hoa Binh,VN,20.8133,105.3383,67.89,65,27,1.77,scattered clouds
329,Shimoda,JP,34.6667,138.95,64.76,60,5,17.47,clear sky
330,Kudahuvadhoo,MV,2.6708,72.8944,79.36,83,98,20.6,overcast clouds
331,Altamira,BR,-3.2033,-52.2064,74.55,96,100,1.52,overcast clouds
332,Paamiut,GL,61.994,-49.6678,25.36,89,100,24.99,overcast clouds
333,Eldorado,BR,-23.7869,-54.2836,74.08,29,100,2.77,overcast clouds
334,Ardmore,US,34.1743,-97.1436,44.26,46,1,0.0,clear sky
335,Tual,ID,-5.6667,132.75,83.61,74,94,12.97,overcast clouds
336,Yarmouth,US,41.7057,-70.2286,64.45,97,90,14.97,mist
337,Salalah,OM,17.0151,54.0924,75.29,35,0,8.05,clear sky
338,Kuah,MY,6.3265,99.8432,82.4,69,20,9.22,few clouds
339,Haapiti,PF,-17.5667,-149.8667,83.93,71,15,8.08,light rain
340,Hamilton,US,39.1834,-84.5333,36.63,76,1,1.01,clear sky
341,Lagoa,PT,39.05,-27.9833,60.82,71,98,22.84,overcast clouds
342,Camabatela,AO,-8.1881,15.375,63.72,99,100,1.92,moderate rain
343,Gorin,RU,51.1983,136.6669,16.45,92,100,6.4,light snow
344,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,94,40,13.67,scattered clouds
345,Maarianhamina,AX,60.0973,19.9348,31.86,100,90,2.3,overcast clouds
346,Olafsvik,IS,64.8945,-23.7142,39.94,89,93,18.37,moderate rain
347,Altay,CN,47.8667,88.1167,12.4,54,0,7.85,clear sky
348,Labuhan,ID,-6.8844,112.2051,83.59,70,99,4.63,overcast clouds
349,Tilichiki,RU,60.4667,166.1,-10.82,81,15,10.27,few clouds
350,Sabang,ID,5.8933,95.3214,82.74,74,61,22.75,broken clouds
351,Nayagarh,IN,20.1333,85.1,67.39,82,21,1.99,few clouds
352,Rawlins,US,41.7911,-107.2387,28.62,59,1,14.97,clear sky
353,Constantine,DZ,36.365,6.6147,42.21,81,75,6.91,broken clouds
354,Samarai,PG,-10.6167,150.6667,85.77,71,63,17.52,broken clouds
355,Champerico,GT,14.3,-91.9167,80.29,79,0,10.04,clear sky
356,Gornopravdinsk,RU,60.05,69.9,1.69,98,76,4.47,broken clouds
357,Fengcheng,CN,40.4536,124.0717,25.3,34,2,16.33,clear sky
358,Husavik,IS,66.0449,-17.3389,40.03,80,87,22.08,overcast clouds
359,Anadyr,RU,64.75,177.4833,-30.5,75,16,11.18,fog
360,Yatou,CN,37.15,122.3833,37.24,48,85,20.76,overcast clouds
361,Kanniyakumari,IN,8.0833,77.5667,78.24,83,15,20.24,few clouds
362,Ulladulla,AU,-35.35,150.4667,67.77,71,97,10.67,overcast clouds
363,Palmer,US,42.1584,-72.3287,63.73,82,90,13.0,overcast clouds
364,Aswan,EG,24.0934,32.907,69.6,64,100,5.86,overcast clouds
365,Alcaniz,ES,41.05,-0.1333,57.43,88,31,13.24,scattered clouds
366,Port Hueneme,US,34.1478,-119.1951,60.62,54,1,0.0,clear sky
367,Vestmannaeyjar,IS,63.4427,-20.2734,44.6,86,100,29.53,overcast clouds
368,Liuzhou,CN,24.3126,109.3892,62.44,63,85,16.02,overcast clouds
369,Ambilobe,MG,-13.2,49.05,68.92,79,62,3.76,broken clouds
370,Sept-Iles,CA,50.2001,-66.3821,26.06,95,90,10.0,snow
371,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,80,75,5.99,broken clouds
372,Lincoln,US,40.8,-96.667,36.84,63,1,1.99,clear sky
373,Tiznit,MA,29.5833,-9.5,57.34,34,0,4.23,clear sky
374,Ancud,CL,-41.8697,-73.8203,49.53,72,62,18.39,broken clouds
375,Hasaki,JP,35.7333,140.8333,59.4,59,71,16.89,broken clouds
376,Bengkulu,ID,-3.8004,102.2655,74.73,94,100,2.51,overcast clouds
377,Anchorage,US,61.2181,-149.9003,10.44,55,40,3.44,scattered clouds
378,Norman Wells,CA,65.282,-126.8329,-3.96,71,90,14.97,light snow
379,Udachnyy,RU,66.4167,112.4,-45.45,100,74,1.19,broken clouds
380,Nagato,JP,34.3833,131.2,60.75,62,22,14.97,few clouds
381,Mana,GF,5.6592,-53.7767,77.47,89,100,8.48,light rain
382,Kamennogorsk,RU,60.9545,29.1339,25.84,94,100,6.91,overcast clouds
383,Zhucheng,CN,35.9947,119.3975,39.34,39,72,18.9,broken clouds
384,Matara,LK,5.9485,80.5353,77.34,83,90,7.81,overcast clouds
385,Azangaro,PE,-14.9167,-70.2167,48.87,53,89,3.0,overcast clouds
386,Port-Cartier,CA,50.0334,-66.8654,25.75,95,100,26.06,snow
387,Carutapera,BR,-1.195,-46.02,78.93,78,26,7.49,scattered clouds
388,Denia,ES,38.8408,0.1057,61.84,64,8,3.0,clear sky
389,Touros,BR,-5.1989,-35.4608,79.7,73,1,15.08,clear sky
390,Chapais,CA,49.7834,-74.8492,33.58,100,100,11.25,overcast clouds
391,San Pedro,PH,14.35,121.0167,83.43,71,75,2.3,broken clouds
392,Aksarka,RU,66.5606,67.7975,-3.87,98,98,0.54,overcast clouds
393,Arona,ES,28.0996,-16.681,60.73,64,20,10.36,few clouds
394,Arman,RU,59.7,150.1667,16.02,82,100,5.84,overcast clouds
395,Baragua,CU,21.6967,-78.6328,72.41,93,0,8.21,clear sky
396,Chernyshevskiy,RU,63.0128,112.4714,-46.52,100,64,2.26,broken clouds
397,Oneida,US,43.2001,-75.4663,44.58,68,90,11.99,overcast clouds
398,Sinnamary,GF,5.3833,-52.95,77.45,92,100,11.54,light rain
399,Saint-Ambroise,CA,48.5501,-71.3324,32.58,96,100,14.2,snow
400,Dunedin,NZ,-45.8742,170.5036,56.79,56,15,9.82,few clouds
401,Wilmington,US,34.2257,-77.9447,69.98,83,1,12.66,clear sky
402,Aksu,CN,41.1231,80.2644,18.72,77,0,0.58,clear sky
403,Sobolevo,RU,54.4299,31.8996,30.92,98,100,10.31,snow
404,San Patricio,US,28.017,-97.5169,57.83,34,85,13.24,overcast clouds
405,Sokoni,TZ,-6.4333,39.55,78.66,77,93,4.97,light rain
406,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,76,75,23.02,broken clouds
407,Northam,GB,51.0333,-4.2167,55.38,98,96,17.74,overcast clouds
408,North Bend,US,43.4065,-124.2243,49.91,95,90,24.16,mist
409,Salinopolis,BR,-0.6136,-47.3561,80.8,79,9,11.86,clear sky
410,Port Blair,IN,11.6667,92.75,82.38,70,6,14.74,clear sky
411,Sibolga,ID,1.7427,98.7792,82.81,74,44,1.43,scattered clouds
412,Fort Saint James,CA,54.4333,-124.25,20.97,89,100,2.86,overcast clouds
413,Whyalla,AU,-33.0333,137.5833,91.29,14,3,16.11,clear sky
414,Orlik,RU,52.5178,99.825,-3.12,92,100,2.42,overcast clouds
415,Lokosovo,RU,61.1333,74.8167,0.37,94,84,9.82,broken clouds
416,Ilhabela,BR,-23.7781,-45.3581,72.14,87,97,8.43,overcast clouds
417,Korla,CN,41.7597,86.1469,20.07,78,6,2.51,clear sky
418,Poum,NC,-20.2333,164.0167,81.68,79,100,16.4,overcast clouds
419,Verkhoturye,RU,58.8627,60.8054,8.94,86,86,4.47,overcast clouds
420,Alice Springs,AU,-23.7,133.8833,92.75,13,0,4.61,clear sky
421,Tabas,IR,33.5959,56.9244,51.08,38,0,5.28,clear sky
422,Celestun,MX,20.8667,-90.4,80.1,75,98,11.77,overcast clouds
423,Bud,US,39.447,-86.1758,34.59,80,0,9.01,clear sky
424,Alta Floresta,BR,-9.8756,-56.0861,72.52,99,100,2.08,overcast clouds
425,Saint-Joseph,RE,-21.3667,55.6167,75.56,79,72,9.62,broken clouds
426,Mecca,SA,21.4267,39.8261,72.1,64,100,3.11,overcast clouds
427,Taltal,CL,-25.4,-70.4833,63.59,75,0,2.33,clear sky
428,Westminster,US,39.8367,-105.0372,43.36,34,40,1.99,scattered clouds
429,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,87,100,17.11,overcast clouds
430,Loralai,PK,30.3705,68.598,40.82,24,46,2.04,scattered clouds
431,Polunochnoye,RU,60.8697,60.4153,9.66,83,86,6.53,overcast clouds
432,Nassau,US,40.7507,-73.5829,66.74,80,90,7.0,overcast clouds
433,San Cristobal,VE,7.7669,-72.225,69.98,95,49,3.04,scattered clouds
434,Apastovo,RU,55.2029,48.5109,7.11,90,11,4.18,few clouds
435,Kahului,US,20.8947,-156.47,81.66,73,20,24.16,few clouds
436,Finnsnes,NO,69.2296,17.9811,28.35,88,100,5.12,light snow
437,Pacific Grove,US,36.6177,-121.9166,51.48,80,1,1.99,clear sky
438,Taseyevo,RU,57.2169,94.8978,20.59,89,100,6.89,overcast clouds
439,Nanortalik,GL,60.1432,-45.2371,25.86,80,95,25.66,overcast clouds
440,Honningsvag,NO,70.9821,25.9704,31.86,73,100,15.93,overcast clouds
441,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.06,93,100,2.71,overcast clouds
442,Brandon,US,27.9378,-82.2859,73.36,92,1,0.0,clear sky
443,Eydhafushi,MV,5.1033,73.0708,81.05,76,100,8.14,overcast clouds
444,Huarmey,PE,-10.0681,-78.1522,68.11,83,32,8.61,scattered clouds
445,Kilemary,RU,56.7783,46.8659,7.57,93,47,4.14,scattered clouds
446,Padang,ID,-0.9492,100.3543,84.25,78,78,1.83,broken clouds
447,Yumen,CN,40.2833,97.2,19.78,56,0,5.68,clear sky
448,Medvedok,RU,57.3891,50.0351,-1.23,99,58,1.68,broken clouds
449,Daru,PG,-9.0763,143.2092,86.97,65,100,10.56,overcast clouds
450,Amapa,BR,1.0,-52.0,72.81,99,100,2.53,overcast clouds
451,Kolosovka,RU,56.4678,73.611,-1.35,98,9,7.18,clear sky
452,Kibungo,RW,-2.1597,30.5427,63.52,94,100,1.57,light rain
453,Azul,AR,-36.777,-59.8585,73.35,66,60,6.89,broken clouds
454,Salta,AR,-24.7859,-65.4117,71.89,77,40,1.99,scattered clouds
455,Doha,QA,25.2867,51.5333,64.38,57,0,4.61,clear sky
456,Sringeri,IN,13.4167,75.25,72.5,90,30,4.09,scattered clouds
457,Colomi,BO,-17.35,-65.8667,60.82,87,100,5.1,overcast clouds
458,Sitka,US,57.0531,-135.33,31.89,74,75,5.75,broken clouds
459,Tigil,RU,57.8,158.6667,22.55,80,100,7.11,overcast clouds
460,Shangrao,CN,28.4532,117.9686,54.64,76,100,3.0,overcast clouds
461,Krasnogvardeyskoye,RU,45.8456,41.5186,35.65,85,8,14.23,clear sky
462,West Wendover,US,40.7391,-114.0733,25.81,68,1,3.44,clear sky
463,Verkh-Usugli,RU,52.7,115.1667,-4.88,84,22,1.7,few clouds
464,Progreso,MX,21.2833,-89.6667,81.1,74,95,13.24,overcast clouds
465,Svobodnyy,RU,51.4,128.1333,9.73,88,100,13.53,overcast clouds
466,Teguise,ES,29.0605,-13.564,59.22,77,40,9.22,scattered clouds
467,Xining,CN,36.6167,101.7667,18.0,66,45,2.46,scattered clouds
468,Nemuro,JP,43.3236,145.575,45.03,71,11,5.37,few clouds
469,Obo,CF,5.3998,26.4869,75.13,40,50,4.79,scattered clouds
470,Roald,NO,62.5833,6.1333,41.14,75,75,10.36,broken clouds
471,Peniche,PT,39.3558,-9.3811,51.1,89,43,10.2,scattered clouds
472,Inuvik,CA,68.3499,-133.7218,-1.44,84,90,10.36,light snow
473,Esmeralda,CU,21.8525,-78.1169,74.44,92,0,6.6,clear sky
474,Tekirdag,TR,40.978,27.5085,60.15,72,100,22.73,light rain
475,Leningradskiy,RU,69.3833,178.4167,-30.12,94,38,6.33,scattered clouds
476,Pasighat,IN,28.0667,95.3333,64.96,51,0,1.34,clear sky
477,Concepcion Del Oro,MX,24.6333,-101.4167,57.69,33,89,2.17,overcast clouds
478,Turiacu,BR,-1.6633,-45.3717,76.39,86,47,4.83,scattered clouds
479,Washougal,US,45.5826,-122.3534,48.36,95,90,8.05,overcast clouds
480,Tautira,PF,-17.7333,-149.15,84.22,73,42,8.32,scattered clouds
481,Maragogi,BR,-9.0122,-35.2225,78.01,81,7,10.47,clear sky
482,Egvekinot,RU,66.3167,-179.1667,-26.84,80,23,5.37,few clouds
483,Saint George,US,37.1041,-113.5841,40.62,52,1,1.99,clear sky
484,Gdynia,PL,54.5189,18.5319,31.05,88,75,3.44,broken clouds
485,Oga,IT,46.4631,10.347,16.68,97,83,7.54,broken clouds
486,Batsfjord,NO,70.6345,29.7185,26.33,79,97,10.4,overcast clouds
487,Laramie,US,41.3114,-105.5911,34.86,45,20,8.99,few clouds
488,Moron,AR,-34.6534,-58.6198,76.01,72,63,4.0,broken clouds
489,Suntar,RU,62.1444,117.6319,-34.67,100,30,2.77,scattered clouds
490,Ibipeba,BR,-11.6408,-42.0111,69.69,95,100,5.17,overcast clouds
491,Atakpame,TG,7.5333,1.1333,74.8,57,100,3.09,overcast clouds
492,Yerbogachen,RU,61.2767,108.0108,-6.25,98,100,5.84,light snow
493,Muana,BR,-1.5283,-49.2167,76.5,93,54,4.45,broken clouds
494,Kirakira,SB,-10.4544,161.9205,82.15,85,100,10.45,overcast clouds
495,Khasan,RU,42.4308,130.6434,26.37,55,3,28.7,clear sky
496,Moose Factory,CA,51.2585,-80.6094,24.8,93,90,13.8,snow
497,Bull Savanna,JM,17.8868,-77.5902,74.1,83,1,5.57,clear sky
498,Qeshm,IR,26.9581,56.2719,58.89,67,5,4.85,clear sky
499,Raudeberg,NO,61.9875,5.1352,40.87,73,100,4.0,overcast clouds
500,Kaniama,CD,-7.5667,24.1833,65.95,96,100,1.99,overcast clouds
501,Pierre,US,44.3683,-100.351,31.28,65,1,5.01,clear sky
502,Yurimaguas,PE,-5.9,-76.0833,77.18,82,100,2.48,overcast clouds
503,Nabire,ID,-3.3667,135.4833,88.18,60,67,4.18,broken clouds
504,Nouakchott,MR,18.0858,-15.9785,71.53,29,89,11.97,overcast clouds
505,Taldan,RU,53.6667,124.8,2.73,57,16,8.52,few clouds
506,Benguela,AO,-12.5763,13.4055,76.93,85,97,3.94,overcast clouds
507,Forbes,AU,-33.3833,148.0167,76.89,34,0,5.5,clear sky
508,Ntungamo,UG,-0.8833,29.65,65.97,89,100,2.66,overcast clouds
509,Beringovskiy,RU,63.05,179.3167,-22.79,97,45,5.7,scattered clouds
510,Visnes,NO,59.3556,5.2242,40.21,87,75,21.85,light intensity drizzle rain
511,Baijiantan,CN,45.6333,85.1833,10.29,78,2,3.69,clear sky
512,Ust-Ordynskiy,RU,52.805,104.7508,19.24,87,100,4.59,overcast clouds
513,Tymovskoye,RU,50.8456,142.655,23.04,91,97,4.43,overcast clouds
514,Mayumba,GA,-3.432,10.6554,76.42,92,100,5.21,light rain
515,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,80,75,15.66,light snow
516,Itagiba,BR,-14.2836,-39.8428,70.03,99,46,0.69,scattered clouds
517,Atasu,KZ,48.6814,71.6433,15.17,91,88,4.16,overcast clouds
518,Chara,RU,56.9064,118.2631,-20.25,74,59,1.48,broken clouds
519,Kilis,TR,36.7161,37.115,41.23,69,9,7.09,clear sky
520,Iskateley,RU,67.6803,53.1512,20.25,95,100,17.02,light snow
521,Gazanjyk,TM,39.2446,55.5154,45.55,84,7,0.89,clear sky
522,Linxia,CN,35.6003,103.2064,22.77,77,37,1.14,scattered clouds
523,Iwaki,JP,37.05,140.8833,59.77,68,100,1.01,overcast clouds
524,Mareeba,AU,-17.0,145.4333,90.45,57,46,6.2,scattered clouds
525,Humaita,BR,-7.5061,-63.0208,75.07,97,100,2.62,overcast clouds
526,Primorsk,UA,46.7348,36.3443,40.19,86,100,18.1,overcast clouds
527,Hobyo,SO,5.3505,48.5268,77.7,81,26,18.07,scattered clouds
528,Ayan,RU,56.45,138.1667,13.44,69,100,9.55,overcast clouds
529,Genoa,IT,44.4129,8.9573,46.31,53,0,4.0,clear sky
530,San Quintin,MX,30.4833,-115.95,58.44,61,0,8.84,clear sky
531,Ilebo,CD,-4.3167,20.5833,71.08,99,99,1.48,moderate rain
532,Bogo,PH,11.0517,124.0055,83.57,75,87,8.75,overcast clouds
533,Nalut,LY,30.3333,10.85,47.12,81,0,8.25,clear sky
534,Nome,US,64.5011,-165.4064,-7.53,64,1,12.66,clear sky
535,Masuguru,TZ,-11.3667,38.4167,72.37,90,71,3.47,broken clouds
536,Along,IN,28.1667,94.7667,57.7,55,0,1.25,clear sky
537,Chumikan,RU,54.7183,135.315,12.65,93,100,3.44,light snow
538,Mitsamiouli,KM,-11.3847,43.2844,80.35,80,100,12.33,overcast clouds
539,Jalu,LY,29.0331,21.5482,55.02,54,37,8.23,scattered clouds
540,Torrington,US,41.8007,-73.1212,64.22,95,100,1.99,light rain
541,Ahipara,NZ,-35.1667,173.1667,71.73,88,91,6.38,overcast clouds
542,Pathein,MM,16.7833,94.7333,77.13,71,0,5.93,clear sky
543,Kurchum,KZ,48.5722,83.6542,-6.32,84,91,2.71,overcast clouds
544,Warren,US,39.4334,-84.1666,36.09,80,1,6.91,light snow
545,George Town,MY,5.4112,100.3354,83.89,72,20,5.75,few clouds
546,Linden,GY,6.0,-58.3,75.34,99,100,2.57,overcast clouds
547,Kenai,US,60.5544,-151.2583,10.45,71,20,11.5,mist
548,Timizart,DZ,36.8,4.2667,44.82,83,2,5.79,clear sky
549,Fortuna,US,40.5982,-124.1573,48.36,72,90,5.01,light rain
550,Saint-Augustin,CA,51.226,-58.6502,25.23,62,100,8.14,overcast clouds
551,Dalnerechensk,RU,45.9339,133.7225,22.91,93,100,14.5,light snow
552,Fort-De-France,MQ,14.6089,-61.0733,78.75,78,40,8.05,scattered clouds
553,Maymyo,MM,22.0333,96.4667,63.01,82,0,2.64,clear sky
554,Dudinka,RU,69.4058,86.1778,-25.38,92,100,3.42,overcast clouds
555,Vao,NC,-22.6667,167.4833,78.78,87,84,14.79,broken clouds
556,Cascais,PT,38.6979,-9.4215,53.98,74,27,1.01,scattered clouds
557,Baza,ES,37.4907,-2.7726,50.41,84,0,1.99,clear sky
558,College,US,64.8569,-147.8028,-5.01,77,75,3.44,light snow
559,Zambezi,ZM,-13.5432,23.1047,71.38,67,100,5.73,overcast clouds
560,Adrar,MR,20.5022,-10.0711,63.45,20,45,8.59,scattered clouds
561,Vila Velha,BR,-20.3297,-40.2925,76.95,91,75,11.01,broken clouds
562,Channel-Port Aux Basques,CA,47.5702,-59.1367,42.04,96,100,26.13,overcast clouds
563,Ereymentau,KZ,51.6199,73.1033,11.34,96,100,8.01,overcast clouds
564,Dingle,PH,10.9995,122.6711,82.53,82,100,12.44,overcast clouds
565,Sigli,ID,5.3848,95.9609,81.66,74,33,9.19,scattered clouds
566,Randfontein,ZA,-26.1844,27.702,60.35,85,100,8.12,light rain
567,Murray Bridge,AU,-35.1167,139.2667,94.32,15,0,10.42,clear sky
568,Pontes E Lacerda,BR,-15.2261,-59.3353,73.92,96,99,2.86,moderate rain
569,Nowy Dwor Gdanski,PL,54.2131,19.1177,27.21,95,33,7.23,scattered clouds
570,Srivardhan,IN,18.0333,73.0167,74.17,63,38,7.02,scattered clouds
571,Valencia,ES,39.3333,-0.8333,54.01,80,0,4.52,clear sky
572,Pokosnoye,RU,55.5258,101.0536,17.55,95,100,8.61,light snow
573,Hovd,MN,48.0056,91.6419,3.27,66,0,3.98,clear sky
574,Talas,TR,38.6908,35.5538,29.07,93,50,0.0,mist
575,Taoudenni,ML,22.6783,-3.9836,64.0,20,6,10.31,clear sky
576,Mount Gambier,AU,-37.8333,140.7667,82.31,23,0,8.05,clear sky
577,Kargasok,RU,59.0556,80.8572,-0.54,97,89,9.06,overcast clouds
578,Barao De Melgaco,BR,-16.1944,-55.9675,81.12,71,100,5.79,overcast clouds
579,Ostersund,SE,63.1792,14.6357,31.6,100,90,6.91,overcast clouds
580,Hendek,TR,40.7994,30.7481,64.72,60,100,6.24,overcast clouds
581,Peno,RU,56.9262,32.7426,20.16,92,100,7.7,light snow
582,Ozernovskiy,RU,51.5,156.5167,31.51,96,100,16.46,snow
583,Sainte-Adele,CA,45.9501,-74.1325,44.65,78,75,23.76,broken clouds
584,Huambo,AO,-12.7761,15.7392,61.02,95,100,1.66,light rain
585,La Baule-Escoublac,FR,47.2922,-2.364,54.88,96,78,7.78,broken clouds
586,Melenki,RU,55.3343,41.6295,7.56,93,26,6.71,scattered clouds
587,Kunashak,RU,55.7032,61.5498,9.12,91,15,6.11,few clouds
588,Darhan,MN,49.4867,105.9228,4.64,83,20,7.23,few clouds
589,Banamba,ML,13.55,-7.45,70.09,10,99,9.08,overcast clouds
590,Faya,SA,18.3851,42.4509,42.91,41,74,2.75,broken clouds
591,Jericho,PS,31.8667,35.45,68.67,40,45,6.76,scattered clouds
592,Port Hedland,AU,-20.3167,118.5667,104.05,17,8,17.27,clear sky
593,Almeirim,BR,-1.5233,-52.5817,76.5,89,94,3.44,overcast clouds
594,Dicabisagan,PH,17.0818,122.4157,76.01,87,100,10.02,overcast clouds
595,Half Moon Bay,US,37.4636,-122.4286,51.98,80,1,5.75,clear sky
596,Kasempa,ZM,-13.4584,25.8338,73.81,34,89,9.71,overcast clouds
597,Whitianga,NZ,-36.8333,175.7,72.01,93,100,2.51,overcast clouds
598,Banyo,CM,6.75,11.8167,67.21,31,69,3.49,broken clouds
599,Kearney,US,40.6995,-99.0815,36.52,69,1,5.99,clear sky
600,Tsabong,BW,-26.0217,22.401,77.07,56,100,14.14,overcast clouds
601,Ternate,ID,0.8,127.4,83.73,78,100,10.29,overcast clouds
602,Sterling,US,39.0062,-77.4286,60.94,67,90,1.99,overcast clouds
603,Kokopo,PG,-4.352,152.2633,85.23,68,73,6.04,light rain
604,Ostrovnoy,RU,68.0531,39.5131,26.4,93,100,13.22,overcast clouds
605,Am Timan,TD,11.0297,20.2827,73.62,25,93,7.18,overcast clouds
606,Ijui,BR,-28.3878,-53.9147,74.17,52,72,2.82,broken clouds
607,Sayan,PE,-11.1361,-77.1933,69.33,79,100,2.53,overcast clouds
608,Dothan,US,31.2232,-85.3905,63.32,96,90,1.99,overcast clouds
609,Acarau,BR,-2.8856,-40.12,80.69,81,7,16.02,clear sky
610,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.96,99,100,1.1,heavy intensity rain
611,Ulaangom,MN,49.9811,92.0667,-2.31,93,98,4.85,overcast clouds
612,Bloemfontein,ZA,-29.1211,26.214,56.68,100,98,2.3,overcast clouds
613,Coaraci,BR,-14.6408,-39.5511,78.24,99,47,1.12,scattered clouds
614,Umm Bab,QA,25.2142,50.8072,56.88,61,7,15.52,clear sky
615,Teguldet,RU,57.3064,88.1667,12.24,95,100,6.2,overcast clouds
616,Beipiao,CN,41.7919,120.7792,21.63,30,0,21.34,clear sky
617,Walvis Bay,NA,-22.9575,14.5053,59.09,94,0,12.66,clear sky
618,Williams Lake,CA,52.1415,-122.1445,31.57,80,90,4.61,light snow
619,Piacabucu,BR,-10.4056,-36.4344,78.62,79,5,13.42,clear sky
620,Morgan City,US,29.6994,-91.2068,57.99,62,90,12.66,light rain
621,Odweyne,SO,9.4092,45.064,62.06,74,0,9.75,clear sky
622,Waupun,US,43.6333,-88.7296,31.1,83,6,11.97,clear sky
623,Berlevag,NO,70.8578,29.0864,28.74,77,99,11.36,overcast clouds
624,Broome,US,42.2506,-75.833,49.01,71,90,5.99,overcast clouds
625,Kuminskiy,RU,58.6667,66.5667,4.53,95,13,4.34,few clouds
626,High Level,CA,58.5169,-117.136,10.51,92,90,0.0,light snow
627,Russell,US,32.3502,-85.1999,61.88,89,90,3.44,overcast clouds
628,Hanko,FI,59.8333,22.95,34.84,91,100,8.25,overcast clouds
629,Karaton,ID,-6.3424,106.1045,88.9,73,95,5.44,overcast clouds
630,Atikokan,CA,48.7555,-91.6216,19.63,84,17,8.95,few clouds
631,Pak Phanang,TH,8.3511,100.202,84.22,67,75,9.95,broken clouds
632,San Andres,CO,12.5847,-81.7006,80.62,83,40,11.5,scattered clouds
633,Kalmunai,LK,7.4167,81.8167,80.64,80,74,7.27,broken clouds
634,Rodez,FR,44.5,2.5833,35.04,100,100,2.3,mist
635,Nador,MA,35.174,-2.9287,52.05,71,0,3.44,clear sky
636,Qui Nhon,VN,13.7667,109.2333,75.81,87,100,15.75,overcast clouds
637,Wum,CM,6.3833,10.0667,67.28,40,97,3.71,overcast clouds
638,Zaterechnyy,RU,44.7931,45.2097,32.45,90,10,6.29,clear sky
639,Fare,PF,-16.7,-151.0167,81.23,70,91,8.14,light rain
640,Gat,IL,31.61,34.7642,64.4,42,62,1.57,broken clouds
641,Tanete,ID,-3.9443,119.7848,77.07,92,100,5.73,overcast clouds
642,Plato,CO,9.7903,-74.7824,75.58,85,100,3.56,overcast clouds
643,Pailon,BO,-17.65,-62.75,76.1,83,100,6.35,overcast clouds
644,Yeppoon,AU,-23.1333,150.7333,87.58,61,32,17.85,scattered clouds
645,Eyl,SO,7.9803,49.8164,75.38,79,41,18.16,scattered clouds
646,Agirish,RU,61.9247,63.0231,14.36,79,96,13.29,overcast clouds
